"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"1544","Ponyo",202404009,41677699,"ja",26308,7.7,2021,"2008-07-19",16,"G","Animation",2008,"05-09","00-09",7.61990373382343,8.30621911028898,"12429"
"1545","The Midnight Meat Train",3533227,1.5e+07,"en",8752,6,534,"2008-08-07",27,"R","Horror",2008,"05-09","00-09",7.17609125905568,6.54817154054281,"10185"
"1546","Ballet Shoes",0,0,"en",15255,6.4,189,"2008-08-26",10770,"PG","TV Movie",2008,"05-09","00-09",1,1,"20497"
"1547","Another Cinderella Story",0,5e+06,"en",11854,6.6,1143,"2008-09-16",35,"PG","Comedy",2008,"05-09","00-09",6.69897000433602,1,"15157"
"1548","The Hurt Locker",4.2e+07,1.5e+07,"en",13062,7.3,3453,"2008-10-10",18,"R","Drama",2008,"05-09","00-09",7.17609125905568,7.6232492903979,"12162"
"1549","High School Musical 3 Senior Year",252909177,1.1e+07,"en",10725,6.5,2398,"2008-10-11",35,"G","Comedy",2008,"05-09","00-09",7.04139268515823,8.40296458833274,"11887"
"1550","Quantum of Solace",589580482,2e+08,"en",22044,6.3,4986,"2008-10-30",12,"PG-13","Adventure",2008,"05-09","00-09",8.30102999566398,8.77054309781571,"10764"
"1551","Madagascar Escape 2 Africa",603900354,1.5e+08,"en",17423,6.4,4321,"2008-10-30",16,"PG","Animation",2008,"05-09","00-09",8.17609125905568,8.78096528418722,"10527"
"1552","Dear Zachary A Letter to a Son About His Father",0,0,"en",9956,8.3,264,"2008-10-31",80,NA,"Crime",2008,"05-09","00-09",1,1,"15584"
"1553","Twilight",393616788,3.7e+07,"en",20682,6,8316,"2008-11-20",14,"PG-13","Fantasy",2008,"05-09","00-09",7.56820172406699,8.59507361308318,"8966"
"1554","Punisher War Zone",10089373,20500000,"en",9689,5.7,617,"2008-12-05",28,"R","Action",2008,"05-09","00-09",7.31175386105575,7.00386417802075,"13056"
"1555","Gran Torino",269958228,3.3e+07,"en",17502,8,6626,"2008-12-09",18,"R","Drama",2008,"05-09","00-09",7.51851393987789,8.43129656877907,"13223"
"1556","Rab Ne Bana Di Jodi",0,0,"hi",8598,6.7,131,"2008-12-11",35,"PG","Comedy",2008,"05-09","00-09",1,1,"14072"
"1557","The Curious Case of Benjamin Button",333932083,1.5e+08,"en",16612,7.5,7701,"2008-12-25",18,"PG-13","Drama",2008,"05-09","00-09",8.17609125905568,8.52365814651919,"4922"
"1558","18 Year Old Virgin",0,0,"en",11935,3.5,68,"2009-01-20",35,"R","Comedy",2009,"05-09","00-09",1,1,"14912"
"1559","Coraline",124596398,6e+07,"en",17026,7.6,3611,"2009-02-05",16,"PG","Animation",2009,"05-09","00-09",7.77815125038364,8.09550548733651,"14836"
"1560","Hes Just Not That Into You",178866158,4e+07,"en",14103,6.4,2261,"2009-02-06",35,"PG-13","Comedy",2009,"05-09","00-09",7.60205999132796,8.25252817855416,"10184"
"1561","The Girl with the Dragon Tattoo",109421911,1.3e+07,"sv",13756,7.5,1797,"2009-02-27",80,"R","Crime",2009,"05-09","00-09",7.11394335230684,8.03910429524777,"15472"
"1562","Watchmen",185258983,1.3e+08,"en",17911,7.3,5702,"2009-03-05",28,"R","Action",2009,"05-09","00-09",8.11394335230684,8.26777927561355,"13183"
"1563","The Last House on the Left",32721635,1.5e+07,"en",10809,6.4,923,"2009-03-13",80,"R","Crime",2009,"05-09","00-09",7.17609125905568,7.51483499590814,"18405"
"1564","The Twilight Saga New Moon",709827462,5e+07,"en",18791,5.8,5823,"2009-03-15",12,"PG-13","Adventure",2009,"05-09","00-09",7.69897000433602,8.85115279744092,"18239"
"1565","Knowing",155446362,5e+07,"en",15526,6,3066,"2009-03-19",28,"PG-13","Action",2009,"05-09","00-09",7.69897000433602,8.19158056245632,"13811"
"1566","Monsters vs Aliens",381509870,1.75e+08,"en",13625,6.1,2922,"2009-03-19",12,"PG","Adventure",2009,"05-09","00-09",8.24303804868629,8.58150577802114,"15512"
"1567","Crank High Voltage",34560577,2e+07,"en",15393,6,1620,"2009-04-16",28,"R","Action",2009,"05-09","00-09",7.30102999566398,7.53858098455408,"15092"
"1568","The Human Centipede First Sequence",0,2011799,"en",12.54,4.9,1097,"2009-04-26",27,"R","Horror",2009,"05-09","00-09",6.30358458793882,1,"37169"
"1569","Star Trek",385680446,1.5e+08,"en",16245,7.4,6919,"2009-05-06",28,"PG-13","Action",2009,"05-09","00-09",8.17609125905568,8.5862276206924,"13475"
"1570","Angels  Demons",356613439,1.5e+08,"en",12346,6.6,4396,"2009-05-13",9648,"PG-13","Mystery",2009,"05-09","00-09",8.17609125905568,8.55219770556274,"13448"
"1571","Terminator Salvation",371353001,2e+08,"en",21023,6,4205,"2009-05-20",28,"PG-13","Action",2009,"05-09","00-09",8.30102999566398,8.56978693791224,"534"
"1572","Up",735099082,1.75e+08,"en",27242,7.9,13713,"2009-05-28",16,"PG","Animation",2009,"05-09","00-09",8.24303804868629,8.86634588039811,"14160"
"1573","Mother",17112713,5e+06,"ko",9905,7.8,471,"2009-05-28",80,"R","Crime",2009,"05-09","00-09",6.69897000433602,7.2333188667899,"30018"
"1574","Dogtooth",110197,275576,"el",10488,7.2,918,"2009-06-01",18,NA,"Drama",2009,"05-09","00-09",5.44024139204028,5.04216977145605,"38810"
"1575","The Hangover",459270619,3.5e+07,"en",15933,7.3,11502,"2009-06-02",35,"R","Comedy",2009,"05-09","00-09",7.54406804435028,8.66206866310938,"18785"
"1576","Land of the Lost",68688831,1e+08,"en",10.61,5.4,732,"2009-06-05",12,"PG-13","Adventure",2009,"05-09","00-09",8,7.83688612527774,"18162"
"1577","Hachi A Dogs Tale",47801389,1.6e+07,"en",14593,8,4098,"2009-06-13",18,"G","Drama",2009,"05-09","00-09",7.20411998265593,7.67944051640858,"28178"
"1578","Harry Potter and the HalfBlood Prince",933959197,2.5e+08,"en",19707,7.7,11900,"2009-07-07",12,"PG","Adventure",2009,"05-09","00-09",8.39794000867204,8.97032790309859,"767"
"1579","500 Days of Summer",60722734,7500000,"en",15898,7.2,6320,"2009-07-17",35,"PG-13","Comedy",2009,"05-09","00-09",6.8750612633917,7.78335131714274,"19913"
"1580","GForce",292817841,1.5e+08,"en",12573,5.2,1078,"2009-07-21",28,"PG","Action",2009,"05-09","00-09",8.17609125905568,8.46659753417529,"19585"
"1581","GI Joe The Rise of Cobra",302469017,1.75e+08,"en",14565,5.7,3116,"2009-08-04",12,"PG-13","Adventure",2009,"05-09","00-09",8.24303804868629,8.48068089490561,"14869"
"1582","District 9",210819611,3e+07,"en",11725,7.4,6052,"2009-08-05",878,"R","Science Fiction",2009,"05-09","00-09",7.47712125471966,8.32391100764553,"17654"
"1583","Inglourious Basterds",321455689,7e+07,"en",24908,8.2,13837,"2009-08-18",18,"R","Drama",2009,"05-09","00-09",7.84509804001426,8.50712111614338,"16869"
"1584","9",48428063,3e+07,"en",17063,6.8,2195,"2009-08-19",28,"PG-13","Action",2009,"05-09","00-09",7.47712125471966,7.68509709871338,"12244"
"1585","Daybreakers",51416464,2e+07,"en",10151,6.2,1124,"2009-09-11",28,"R","Action",2009,"05-09","00-09",7.30102999566398,7.71110220614403,"19901"
"1586","Zombieland",102391540,23600000,"en",27.48,7.2,7833,"2009-10-07",35,"R","Comedy",2009,"05-09","00-09",7.37291200297011,8.01026407496893,"19908"
"1587","2012",769653595,2e+08,"en",19637,5.7,8373,"2009-10-10",28,"PG-13","Action",2009,"05-09","00-09",8.30102999566398,8.88629530227602,"14161"
"1588","Wrong Turn 3 Left for Dead",0,0,"en",9.7,5.1,486,"2009-10-20",27,"NR","Horror",2009,"05-09","00-09",1,1,"23823"
"1589","Mr Nobody",2331721,4.7e+07,"en",14784,7.9,3791,"2009-11-06",18,"NR","Drama",2009,"05-09","00-09",7.67209785793572,6.36767658407613,"31011"
"1590","Planet 51",104945765,7e+07,"en",9993,5.7,1244,"2009-11-19",12,"PG","Adventure",2009,"05-09","00-09",7.84509804001426,8.02096491767553,"16866"
"1591","The Girl Who Kicked the Hornets Nest",43498108,4e+06,"sv",8667,7,801,"2009-11-27",28,"R","Action",2009,"05-09","00-09",6.60205999132796,7.63847036722982,"33613"
"1592","The Princess and the Frog",270997378,1.05e+08,"en",18846,7,3164,"2009-12-08",16,"G","Animation",2009,"05-09","00-09",8.02118929906994,8.43296508893477,"10198"
"1593","Avatar",2787965087,2.37e+08,"en",33193,7.4,20441,"2009-12-10",28,"PG-13","Action",2009,"05-09","00-09",8.3747483460101,9.44528733089721,"19995"
"1594","One Piece Film Strong World",5.3e+07,0,"ja",10619,7.5,151,"2009-12-12",12,"PG-13","Adventure",2009,"05-09","00-09",1,7.72427586960079,"41498"
"1595","Alvin and the Chipmunks The Squeakquel",443140005,7.5e+07,"en",14423,5.5,1762,"2009-12-21",16,"PG","Animation",2009,"05-09","00-09",7.8750612633917,8.64654095826113,"23398"
"1596","Sherlock Holmes",524028679,9e+07,"en",13625,7.2,9928,"2009-12-23",28,"PG-13","Action",2009,"05-09","00-09",7.95424250943933,8.71935505566811,"10528"
"1597","The Lovely Bones",93525586,6.5e+07,"en",14.79,6.9,2554,"2009-12-26",18,"PG-13","Drama",2009,"05-09","00-09",7.81291335664286,7.97093043802255,"7980"
"1598","Percy Jackson  the Olympians The Lightning Thief",226497209,9.5e+07,"en",16924,6.1,4849,"2010-02-01",12,"PG","Adventure",2010,"10-14","10-19",7.97772360528885,8.35506285481081,"32657"
"1599","Shutter Island",294804195,8e+07,"en",23521,8.1,14572,"2010-02-14",18,"R","Drama",2010,"10-14","10-19",7.90308998699194,8.46953365914763,"11324"
"1600","Alice in Wonderland",1025467110,2e+08,"en",20134,6.6,9749,"2010-03-03",12,"PG","Adventure",2010,"10-14","10-19",8.30102999566398,9.01092173571894,"12155"
"1601","How to Train Your Dragon",494878759,1.65e+08,"en",22232,7.7,8621,"2010-03-10",12,"PG","Adventure",2010,"10-14","10-19",8.21748394421391,8.69449881358675,"10191"
"1602","KickAss",96188903,2.8e+07,"en",14205,7.1,8289,"2010-03-22",28,"R","Action",2010,"10-14","10-19",7.44715803134222,7.98312497178987,"23483"
"1603","Nanny McPhee and the Big Bang",93246388,3.5e+07,"en",8708,6.2,1111,"2010-03-26",35,"PG","Comedy",2010,"10-14","10-19",7.54406804435028,7.96963201793863,"35019"
"1604","Iron Man 2",623933331,2e+08,"en",22326,6.8,13818,"2010-04-28",28,"PG-13","Action",2010,"10-14","10-19",8.30102999566398,8.79513818659642,"10138"
"1605","Robin Hood",310669540,2e+08,"en",13431,6.3,2885,"2010-05-12",28,"PG-13","Action",2010,"10-14","10-19",8.30102999566398,8.49229867437372,"20662"
"1606","Shrek Forever After",752600867,1.65e+08,"en",14888,6.2,4371,"2010-05-16",12,"PG","Adventure",2010,"10-14","10-19",8.21748394421391,8.87656471429357,"10192"
"1607","Prince of Persia The Sands of Time",335154643,1.5e+08,"en",12372,6.2,4529,"2010-05-19",28,"PG-13","Action",2010,"10-14","10-19",8.17609125905568,8.525245240186,"9543"
"1608","StreetDance 3D",18144030,5773100,"en",11593,6.3,246,"2010-05-19",18,"R","Drama",2010,"10-14","10-19",6.76140908028956,7.25873375529172,"41592"
"1609","Undisputed III Redemption",0,3e+06,"en",12005,7.4,351,"2010-05-22",28,"R","Action",2010,"10-14","10-19",6.47712125471966,1,"38234"
"1610","Toy Story 3",1066969703,2e+08,"en",17524,7.8,9681,"2010-06-16",16,"G","Animation",2010,"10-14","10-19",8.30102999566398,9.02815208764684,"10193"
"1611","A Serbian Film",0,0,"sr",12232,5.5,930,"2010-06-16",80,"NC-17","Crime",2010,"10-14","10-19",1,1,"73861"
"1612","I Spit on Your Grave",572809,2e+06,"en",11893,6.4,1137,"2010-06-17",80,"R","Crime",2010,"10-14","10-19",6.30102999566398,5.75800983300725,"43947"
"1613","The Twilight Saga Eclipse",698491347,6.8e+07,"en",17759,6.1,5543,"2010-06-23",12,"PG-13","Adventure",2010,"10-14","10-19",7.83250891270624,8.84416103038803,"24021"
"1614","Bloomington",0,0,"en",12.48,6.7,78,"2010-06-23",18,NA,"Drama",2010,"10-14","10-19",1,1,"51736"
"1615","Despicable Me",543513985,6.9e+07,"en",23936,7.2,10952,"2010-07-08",16,"PG","Animation",2010,"10-14","10-19",7.83884909073726,8.73521072327087,"20352"
"1616","Legend of the Guardians The Owls of GaHoole",140073390,8e+07,"en",14187,6.6,1400,"2010-07-10",12,"PG","Adventure",2010,"10-14","10-19",7.90308998699194,8.14635563939851,"41216"
"1617","Inception",825532764,1.6e+08,"en",34237,8.3,24728,"2010-07-15",28,"PG-13","Action",2010,"10-14","10-19",8.20411998265593,8.91673431435476,"27205"
"1618","The Secret World of Arrietty",145570827,2.3e+07,"ja",14911,7.6,1430,"2010-07-16",14,"G","Fantasy",2010,"10-14","10-19",7.36172783601759,8.16307434927397,"51739"
"1619","Salt",293329073,1.1e+08,"en",17643,6.3,3601,"2010-07-21",28,"PG-13","Action",2010,"10-14","10-19",8.04139268515823,8.46735510975087,"27576"
"1620","The Expendables",274470394,8e+07,"en",16092,6.1,5120,"2010-08-03",28,"R","Action",2010,"10-14","10-19",7.90308998699194,8.43849550574108,"27578"
"1621","Scott Pilgrim vs the World",47664559,6e+07,"en",13785,7.4,4445,"2010-08-12",28,"PG-13","Action",2010,"10-14","10-19",7.77815125038364,7.67819557921588,"22538"
"1622","The Chronicles of Narnia The Voyage of the Dawn Treader",415686217,1.55e+08,"en",14727,6.4,3651,"2010-08-13",12,"PG","Adventure",2010,"10-14","10-19",8.19033169817029,8.61876562474658,"10140"
"1623","The Kings Speech",414211549,1.5e+07,"en",15283,7.7,5694,"2010-09-06",18,"R","Drama",2010,"10-14","10-19",7.17609125905568,8.61722220367633,"45269"
"1624","Insidious",97009150,1500000,"en",15865,6.9,4070,"2010-09-13",27,"PG-13","Horror",2010,"10-14","10-19",6.17609125905568,7.98681269928787,"49018"
"1625","The Town",154026136,3.7e+07,"en",11198,7.2,2739,"2010-09-15",80,"R","Crime",2010,"10-14","10-19",7.56820172406699,8.18759442056048,"23168"
"1626","The Social Network",224920315,4e+07,"en",15741,7.3,7064,"2010-10-01",18,"PG-13","Drama",2010,"10-14","10-19",7.60205999132796,8.35202868306547,"37799"
"1627","LelleBelle",0,0,"nl",12435,4.9,44,"2010-10-08",10402,NA,"Music",2010,"10-14","10-19",1,1,"52371"
"1628","RED",71664962,5.8e+07,"en",17771,6.6,4540,"2010-10-13",28,"PG-13","Action",2010,"10-14","10-19",7.76342799356294,7.85530687492434,"39514"
"1629","Jackass 3D",117224271,2e+07,"en",9927,6.4,760,"2010-10-15",35,"R","Comedy",2010,"10-14","10-19",7.30102999566398,8.06901754060763,"16290"
"1630","Harry Potter and the Deathly Hallows Part 1",954305868,2.5e+08,"en",23.59,7.8,12139,"2010-10-17",12,"PG-13","Adventure",2010,"10-14","10-19",8.39794000867204,8.97968759429982,"12444"
"1631","Saw 3D",136150434,2e+07,"en",13842,6,1708,"2010-10-21",80,"R","Crime",2010,"10-14","10-19",7.30102999566398,8.13401903005722,"41439"
"1632","Hereafter",105197635,5e+07,"en",8738,6,973,"2010-10-22",18,"PG-13","Drama",2010,"10-14","10-19",7.69897000433602,8.02200597633868,"44603"
"1633","Megamind",321885765,1.3e+08,"en",15076,6.8,4135,"2010-10-28",28,"PG","Action",2010,"10-14","10-19",8.11394335230684,8.50770177097375,"38055"
"1634","Death Race 2",0,7e+06,"en",10035,5.6,644,"2010-11-12",28,"R","Action",2010,"10-14","10-19",6.84509804001426,1,"51620"
"1635","Tangled",591794936,2.6e+08,"en",18009,7.6,7261,"2010-11-24",16,"PG","Animation",2010,"10-14","10-19",8.41497334797082,8.77217124457476,"38757"
"1636","Black Swan",327803731,1.3e+07,"en",15.39,7.6,9373,"2010-12-03",18,"R","Drama",2010,"10-14","10-19",7.11394335230684,8.51561389232018,"44214"
"1637","The Fighter",93617009,2.5e+07,"en",12727,7.3,2640,"2010-12-17",18,"R","Drama",2010,"10-14","10-19",7.39794000867204,7.97135476159867,"45317"
"1638","Gnomeo  Juliet",189712432,3.6e+07,"en",17787,5.8,1245,"2011-01-13",16,"G","Animation",2011,"10-14","10-19",7.55630250076729,8.278095791469,"45772"
"1639","The Mechanic",51070807,4e+07,"en",14.24,6.3,1890,"2011-01-13",28,"R","Action",2011,"10-14","10-19",7.60205999132796,7.7081727204535,"27582"
"1640","Paul",97552050,4e+07,"en",12499,6.5,3392,"2011-02-14",12,"R","Adventure",2011,"10-14","10-19",7.60205999132796,7.98923640027419,"39513"
"1641","Unknown",130786397,3e+07,"en",9421,6.6,2305,"2011-02-16",28,"PG-13","Action",2011,"10-14","10-19",7.47712125471966,8.11656257567743,"48138"
"1642","23F la pelÃÂ­cula",0,0,"es",14.18,5.9,20,"2011-02-23",18,"PG-13","Drama",2011,"10-14","10-19",1,1,"101411"
"1643","Rango",245724603,1.35e+08,"en",13403,6.6,3846,"2011-03-02",16,"PG","Animation",2011,"10-14","10-19",8.13033376849501,8.39044864208126,"44896"
"1644","The Adjustment Bureau",127869379,50200000,"en",11786,6.7,2911,"2011-03-03",878,"PG-13","Science Fiction",2011,"10-14","10-19",7.70070371714502,8.10676655602276,"38050"
"1645","Limitless",161849455,2.7e+07,"en",17178,7.2,7042,"2011-03-08",53,"PG-13","Thriller",2011,"10-14","10-19",7.43136376415899,8.20911124132963,"51876"
"1646","Red Riding Hood",89162162,4.2e+07,"en",13873,5.9,2116,"2011-03-11",14,"PG-13","Fantasy",2011,"10-14","10-19",7.6232492903979,7.95018059068848,"49730"
"1647","The Twilight Saga Breaking Dawn  Part 1",712171856,1.1e+08,"en",20229,6,5693,"2011-03-15",12,"PG-13","Adventure",2011,"10-14","10-19",8.04139268515823,8.8525848069886,"50619"
"1648","Sucker Punch",89792502,8.2e+07,"en",17563,6.1,3016,"2011-03-24",28,"PG-13","Action",2011,"10-14","10-19",7.91381385238372,7.95324007301497,"23629"
"1649","Kill Bill The Whole Bloody Affair",0,3e+07,"en",16308,8,473,"2011-03-28",28,"R","Action",2011,"10-14","10-19",7.47712125471966,1,"414419"
"1650","Thor",449326618,1.5e+08,"en",26.42,6.7,14225,"2011-04-21",12,"PG-13","Adventure",2011,"10-14","10-19",8.17609125905568,8.652562146855,"10195"
"1651","Pirates of the Caribbean On Stranger Tides",1045713802,3.8e+08,"en",25473,6.4,9468,"2011-05-14",28,"PG-13","Action",2011,"10-14","10-19",8.57978359661681,9.01941284015323,"1865"
"1652","Kung Fu Panda 2",665692281,1.5e+08,"en",19125,6.8,4141,"2011-05-25",16,"PG","Animation",2011,"10-14","10-19",8.17609125905568,8.82327352114193,"49444"
"1653","Cars 2",559852396,2e+08,"en",17.48,5.9,4622,"2011-06-11",16,"G","Animation",2011,"10-14","10-19",8.30102999566398,8.74807354119842,"49013"
"1654","Green Lantern",219851172,2e+08,"en",12651,5.1,4824,"2011-06-16",28,"PG-13","Action",2011,"10-14","10-19",8.30102999566398,8.34212878513324,"44912"
"1655","Harry Potter and the Deathly Hallows Part 2",1341511219,1.25e+08,"en",28689,8.1,12995,"2011-07-07",12,"PG-13","Adventure",2011,"10-14","10-19",8.09691001300806,9.12759430900902,"12445"
"1656","Friends with Benefits",150483765,3.5e+07,"en",12862,6.6,5281,"2011-07-21",10749,"R","Romance",2011,"10-14","10-19",7.54406804435028,8.17748964842662,"50544"
"1657","Captain America The First Avenger",370569774,1.4e+08,"en",14769,6.9,14262,"2011-07-22",28,"PG-13","Action",2011,"10-14","10-19",8.14612803567824,8.56886999263977,"1771"
"1658","Cowboys  Aliens",174822325,1.63e+08,"en",16411,5.5,3420,"2011-07-29",28,"PG-13","Action",2011,"10-14","10-19",8.21218760440396,8.24259689171492,"49849"
"1659","Rise of the Planet of the Apes",482860185,9.3e+07,"en",18363,7.2,8004,"2011-08-03",28,"PG-13","Action",2011,"10-14","10-19",7.96848294855393,8.6838213964385,"61791"
"1660","Drive",78054825,1.5e+07,"en",19364,7.5,7678,"2011-08-06",28,"R","Action",2011,"10-14","10-19",7.17609125905568,7.89239975436971,"64690"
"1661","The Three Musketeers",132274484,7.5e+07,"en",12576,5.8,1777,"2011-08-31",28,"PG-13","Action",2011,"10-14","10-19",7.8750612633917,8.12147607603369,"52451"
"1662","Contagion",137551594,6e+07,"en",73361,6.4,2547,"2011-09-08",18,"PG-13","Drama",2011,"10-14","10-19",7.77815125038364,8.13846562752391,"39538"
"1663","Warrior",23057115,2.5e+07,"en",11792,7.8,2468,"2011-09-09",18,"PG-13","Drama",2011,"10-14","10-19",7.39794000867204,7.36280496566625,"59440"
"1664","Desire",0,1344000,"fr",20993,4.7,215,"2011-09-14",18,"R","Drama",2011,"10-14","10-19",6.12839926871781,1,"86331"
"1665","Moneyball",110206216,5e+07,"en",13228,7.2,2600,"2011-09-22",18,"PG-13","Drama",2011,"10-14","10-19",7.69897000433602,8.04220609087117,"60308"
"1666","Abduction",82087155,3.5e+07,"en",9808,5.8,2000,"2011-09-22",53,"PG-13","Thriller",2011,"10-14","10-19",7.54406804435028,7.91427520402492,"59965"
"1667","Real Steel",299268508,1.1e+08,"en",14657,6.8,5064,"2011-09-28",28,"PG-13","Action",2011,"10-14","10-19",8.04139268515823,8.47606101847266,"39254"
"1668","The Human Centipede 2 Full Sequence",0,0,"en",20853,4.5,697,"2011-10-06",18,NA,"Drama",2011,"10-14","10-19",1,1,"74997"
"1669","The Adventures of Tintin",371940071,1.3e+08,"en",15319,6.8,3603,"2011-10-25",12,"PG","Adventure",2011,"10-14","10-19",8.11394335230684,8.57047296963812,"17578"
"1670","In Time",173930596,4e+07,"en",18455,6.9,7080,"2011-10-27",28,"PG-13","Action",2011,"10-14","10-19",7.60205999132796,8.24037598513778,"49530"
"1671","The Intouchables",426480871,1.3e+07,"fr",15897,8.2,11101,"2011-11-02",35,"R","Comedy",2011,"10-14","10-19",7.11394335230684,8.62989955647552,"77338"
"1672","Arthur Christmas",0,1e+07,"en",9248,6.7,815,"2011-11-10",18,"PG","Drama",2011,"10-14","10-19",7,1,"51052"
"1673","Hugo",185770160,1.7e+08,"en",17032,7.1,4683,"2011-11-22",12,"PG","Adventure",2011,"10-14","10-19",8.23044892137827,8.26897595514683,"44826"
"1674","Sherlock Holmes A Game of Shadows",334615000,1.25e+08,"en",15989,7.1,7080,"2011-11-22",28,"PG-13","Action",2011,"10-14","10-19",8.09691001300806,8.52454540545845,"58574"
"1675","Mission Impossible  Ghost Protocol",694713380,1.45e+08,"en",24927,7,6690,"2011-12-07",28,"PG-13","Action",2011,"10-14","10-19",8.16136800223497,8.84180566335429,"56292"
"1676","Alvin and the Chipmunks Chipwrecked",342695435,7.5e+07,"en",16196,5.6,1260,"2011-12-14",16,"G","Animation",2011,"10-14","10-19",7.8750612633917,8.53490831928976,"55301"
"1677","The Girl with the Dragon Tattoo",232617430,9e+07,"en",12764,7.3,4404,"2011-12-14",80,"R","Crime",2011,"10-14","10-19",7.95424250943933,8.36664225325233,"65754"
"1678","Journey 2 The Mysterious Island",355692760,7.9e+07,"en",9743,6,2487,"2012-01-19",28,"PG","Action",2012,"10-14","10-19",7.89762709129044,8.55107502536557,"72545"
"1679","Chronicle",1.45e+08,1.5e+07,"en",13486,6.7,3375,"2012-02-01",18,"PG-13","Drama",2012,"10-14","10-19",7.17609125905568,8.16136800223497,"76726"
"1680","Safe House",208076205,8.5e+07,"en",22183,6.4,2220,"2012-02-09",28,"R","Action",2012,"10-14","10-19",7.92941892571429,8.31822241837568,"59961"
"1681","The Lorax",348840316,7e+07,"en",20646,6.4,2069,"2012-03-01",16,"PG","Animation",2012,"10-14","10-19",7.84509804001426,8.54262667122762,"73723"
"1682","21 Jump Street",201585328,4.2e+07,"en",15195,6.8,7182,"2012-03-14",28,"R","Action",2012,"10-14","10-19",7.6232492903979,8.30445891963599,"64688"
"1683","Mirror Mirror",183018522,8.5e+07,"en",20943,5.9,2361,"2012-03-15",12,"PG","Adventure",2012,"10-14","10-19",7.92941892571429,8.26249504380334,"62764"
"1684","American Reunion",234989584,5e+07,"en",15569,6.2,2976,"2012-04-04",35,"R","Comedy",2012,"10-14","10-19",7.69897000433602,8.37104861243524,"71552"
"1685","The Avengers",1519557910,2.2e+08,"en",32462,7.7,21641,"2012-04-25",28,"PG-13","Action",2012,"10-14","10-19",8.34242268082221,9.18171725559346,"24428"
"1686","Sexual Chronicles of a French Family",0,0,"fr",17486,4.5,176,"2012-05-09",35,NA,"Comedy",2012,"10-14","10-19",1,1,"112160"
"1687","Men in Black 3",624026776,2.25e+08,"en",15132,6.4,7141,"2012-05-23",28,"PG-13","Action",2012,"10-14","10-19",8.35218251811136,8.79520322497018,"41154"
"1688","Prometheus",403170142,1.3e+08,"en",21038,6.4,8065,"2012-05-30",12,"R","Adventure",2012,"10-14","10-19",8.11394335230684,8.60548836162003,"70981"
"1689","Snow White and the Huntsman",396600000,1.7e+08,"en",15013,5.9,5772,"2012-05-30",12,"PG-13","Adventure",2012,"10-14","10-19",8.23044892137827,8.59835270986928,"58595"
"1690","The Concubine",0,0,"ko",16239,6,35,"2012-06-06",18,"R","Drama",2012,"10-14","10-19",1,1,"122126"
"1691","Madagascar 3 Europes Most Wanted",746921274,1.45e+08,"en",14682,6.5,3825,"2012-06-06",16,"PG","Animation",2012,"10-14","10-19",8.16136800223497,8.87327482929979,"80321"
"1692","Blue Lagoon The Awakening",0,0,"en",11552,6.4,876,"2012-06-16",18,NA,"Drama",2012,"10-14","10-19",1,1,"115290"
"1693","Brave",538983207,1.85e+08,"en",30464,6.9,9105,"2012-06-21",28,"PG","Action",2012,"10-14","10-19",8.26717172840301,8.73157523416476,"62177"
"1694","The Amazing SpiderMan",752215857,2.15e+08,"en",23.08,6.5,11429,"2012-06-27",28,"PG-13","Action",2012,"10-14","10-19",8.33243845991561,8.87634248427784,"1930"
"1695","The Dark Knight Rises",1081041287,2.5e+08,"en",26638,7.7,15402,"2012-07-16",28,"PG-13","Action",2012,"10-14","10-19",8.39794000867204,9.03384228079315,"49026"
"1696","Wolf Children",0,0,"ja",9.15,8.2,1225,"2012-07-21",16,"PG","Animation",2012,"10-14","10-19",1,1,"110420"
"1697","Step Up Revolution",140470746,3.3e+07,"en",10059,6.9,1397,"2012-07-26",18,"PG-13","Drama",2012,"10-14","10-19",7.51851393987789,8.14758588884168,"85446"
"1698","Total Recall",198802074,1.25e+08,"en",19867,5.9,3794,"2012-08-02",28,"PG-13","Action",2012,"10-14","10-19",8.09691001300806,8.29842091085635,"64635"
"1699","The Expendables 2",312573423,1e+08,"en",18158,6.2,4606,"2012-08-08",28,"R","Action",2012,"10-14","10-19",8,8.49495204874673,"76163"
"1700","The Bourne Legacy",276572938,1.3e+08,"en",13591,6.1,3941,"2012-08-08",28,"PG-13","Action",2012,"10-14","10-19",8.11394335230684,8.4418096831766,"49040"
"1701","Batman The Dark Knight Returns Part 1",0,3500000,"en",16643,7.7,820,"2012-09-06",28,"PG-13","Action",2012,"10-14","10-19",6.54406804435028,1,"123025"
"1702","Stolen",2106557,3.5e+07,"en",11078,5.3,629,"2012-09-06",28,"R","Action",2012,"10-14","10-19",7.54406804435028,6.3235732149229,"127493"
"1703","Silver Linings Playbook",236412453,2.1e+07,"en",12739,7.1,8419,"2012-09-08",35,"R","Comedy",2012,"10-14","10-19",7.32221929473392,8.37367034922589,"82693"
"1704","The Perks of Being a Wallflower",33400000,1.3e+07,"en",13371,7.7,6683,"2012-09-20",18,"PG-13","Drama",2012,"10-14","10-19",7.11394335230684,7.52374646681156,"84892"
"1705","The Hunt",18309793,3800000,"da",16035,8.1,1856,"2012-09-24",18,"R","Drama",2012,"10-14","10-19",6.57978359661681,7.26268343444556,"103663"
