"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"706","The Lost Boys",32222567,8500000,"en",12775,6.9,1018,"1987-07-31",35,"R","Comedy",1987,"85-89","80-89",6.92941892571429,7.50816013538573,"1547"
"707","Masters of the Universe",17336370,2.2e+07,"en",7.6,5.1,382,"1987-08-07",28,"PG","Action",1987,"85-89","80-89",7.34242268082221,7.23895816730366,"11649"
"708","Project A 2",0,0,"cn",9.12,7,101,"1987-08-19",28,"PG-13","Action",1987,"85-89","80-89",1,1,"21521"
"709","Dirty Dancing",213893795,6e+06,"en",17.02,7.3,3587,"1987-08-21",18,"PG-13","Drama",1987,"85-89","80-89",6.77815125038364,8.33019818599113,"88"
"710","Hellraiser",14564027,1e+06,"en",11096,7,1105,"1987-09-11",27,"R","Horror",1987,"85-89","80-89",6,7.16328147539375,"9003"
"711","Fatal Attraction",320145693,1.4e+07,"en",9061,6.8,707,"1987-09-11",18,"R","Drama",1987,"85-89","80-89",7.14612803567824,8.50534766352731,"10998"
"712","The Princess Bride",30857814,1.6e+07,"en",12649,7.7,2740,"1987-09-25",12,"PG","Adventure",1987,"85-89","80-89",7.20411998265593,7.48936515693893,"2493"
"713","Near Dark",0,5e+06,"en",7269,6.8,283,"1987-10-02",27,"R","Horror",1987,"85-89","80-89",6.69897000433602,1,"11879"
"714","The Last Emperor",43984230,2.3e+07,"en",9.81,7.6,805,"1987-10-21",18,"PG-13","Drama",1987,"85-89","80-89",7.36172783601759,7.64329699349498,"746"
"715","Prince of Darkness",14182492,3e+06,"en",7376,6.8,432,"1987-10-23",27,NA,"Horror",1987,"85-89","80-89",6.47712125471966,7.15175254726182,"8852"
"716","The Running Man",38122105,2.7e+07,"en",14427,6.5,1272,"1987-11-13",28,"R","Action",1987,"85-89","80-89",7.43136376415899,7.5811768732004,"865"
"717","3 Men and a Baby",242780960,1.1e+07,"en",7905,6,544,"1987-11-27",10751,"PG","Family",1987,"85-89","80-89",7.04139268515823,8.38521462436709,"12154"
"718","Overboard",26713187,1880006,"en",10657,6.8,461,"1987-12-16",35,"PG","Comedy",1987,"85-89","80-89",6.27415923530769,7.42672570434283,"10780"
"719","Moonstruck",80640528,0,"en",7989,6.8,417,"1987-12-18",35,"PG","Comedy",1987,"85-89","80-89",1,7.90655336268696,"2039"
"720","batteries not included",65088797,0,"en",7.09,6.5,386,"1987-12-18",35,"PG","Comedy",1987,"85-89","80-89",1,7.81350624479292,"11548"
"721","Bloodsport",0,1e+07,"en",10876,6.8,802,"1988-02-26",28,"R","Action",1988,"85-89","80-89",7,1,"11690"
"722","Beetlejuice",73326666,1.5e+07,"en",23315,7.3,3598,"1988-02-29",35,"PG","Comedy",1988,"85-89","80-89",7.17609125905568,7.8652619390428,"4011"
"723","Above the Law",18869631,7500000,"en",10538,6,303,"1988-04-08",28,"R","Action",1988,"85-89","80-89",6.8750612633917,7.27576340751889,"9395"
"724","My Neighbor Totoro",0,0,"ja",30063,8.1,4029,"1988-04-16",16,"PG","Animation",1988,"85-89","80-89",1,1,"8392"
"725","Willow",57269863,3.5e+07,"en",10.64,7,964,"1988-05-01",28,"PG","Action",1988,"85-89","80-89",7.54406804435028,7.75792614420264,"847"
"726","The Big Blue",0,14390509,"fr",8468,7.6,801,"1988-05-11",12,"PG-13","Adventure",1988,"85-89","80-89",7.15807615543638,1,"175"
"727","Friday the 13th Part VII The New Blood",19170001,2800000,"en",9005,5.3,466,"1988-05-13",27,"R","Horror",1988,"85-89","80-89",6.44715803134222,7.28262213553296,"10281"
"728","Crocodile Dundee II",239606210,0,"en",7874,5.7,624,"1988-05-19",12,"PG","Adventure",1988,"85-89","80-89",1,8.37949806970134,"9396"
"729","Rambo III",189015611,6.3e+07,"en",13214,5.9,1607,"1988-05-24",28,"R","Action",1988,"85-89","80-89",7.79934054945358,8.27649767449692,"1370"
"730","Big",151927281,1.8e+07,"en",11031,7.1,2076,"1988-06-03",35,"PG","Comedy",1988,"85-89","80-89",7.25527250510331,8.18163576546218,"2280"
"731","Poltergeist III",14144000,10500000,"en",7012,5,237,"1988-06-10",27,"PG-13","Horror",1988,"85-89","80-89",7.02118929906994,7.150572247669,"10306"
"732","Bull Durham",50888000,7e+06,"en",7802,6.8,299,"1988-06-15",35,"R","Comedy",1988,"85-89","80-89",6.84509804001426,7.70661538256848,"287"
"733","Red Heat",34994648,2.9e+07,"en",7843,6,738,"1988-06-17",28,"R","Action",1988,"85-89","80-89",7.46239799789896,7.54400162944176,"9604"
"734","Who Framed Roger Rabbit",329803958,7e+07,"en",16673,7.4,3318,"1988-06-21",16,"PG","Animation",1988,"85-89","80-89",7.84509804001426,8.51825586333774,"856"
"735","Coming to America",288752301,3.9e+07,"en",13455,6.7,2142,"1988-06-29",35,"R","Comedy",1988,"85-89","80-89",7.5910646070265,8.46052545370581,"9602"
"736","Short Circuit 2",21630088,1e+07,"en",8.82,5.9,310,"1988-07-06",35,"PG","Comedy",1988,"85-89","80-89",7,7.33505828632937,"11966"
"737","The Dead Pool",0,2e+07,"en",8823,6.4,405,"1988-07-12",28,"R","Action",1988,"85-89","80-89",7.30102999566398,1,"10651"
"738","Die Hard",140767956,2.8e+07,"en",20439,7.7,6926,"1988-07-15",28,"R","Action",1988,"85-89","80-89",7.44715803134222,8.14850380454887,"562"
"739","Akira",0,1e+07,"ja",14566,7.9,1934,"1988-07-16",16,"R","Animation",1988,"85-89","80-89",7,1,"149"
"740","Midnight Run",38413606,3e+07,"en",8165,7.2,486,"1988-07-20",12,"R","Adventure",1988,"85-89","80-89",7.47712125471966,7.5844850775998,"9013"
"741","Cocktail",171504781,2e+07,"en",10445,6,735,"1988-07-29",35,"R","Comedy",1988,"85-89","80-89",7.30102999566398,8.23427623127661,"7520"
"742","The Blob",8247943,1.9e+07,"en",8617,6.4,386,"1988-08-05",27,"R","Horror",1988,"85-89","80-89",7.27875360095283,6.91634565095744,"9599"
"743","Young Guns",44726644,1.3e+07,"en",9136,6.7,485,"1988-08-12",28,"R","Action",1988,"85-89","80-89",7.11394335230684,7.65056631272753,"11967"
"744","A Nightmare on Elm Street 4 The Dream Master",72500000,7e+06,"en",7892,5.8,692,"1988-08-19",27,"R","Horror",1988,"85-89","80-89",6.84509804001426,7.86033800657099,"10131"
"745","The Accused",0,0,"en",7.41,7,266,"1988-10-14",18,"R","Drama",1988,"85-89","80-89",1,1,"10868"
"746","The Bear",138241022,2.5e+07,"en",7319,7,226,"1988-10-21",12,"PG","Adventure",1988,"85-89","80-89",7.39794000867204,8.14063693583592,"2383"
"747","The Vanishing",0,0,"nl",8109,7.5,264,"1988-10-27",27,"NR","Horror",1988,"85-89","80-89",1,1,"8740"
"748","Childs Play",44196684,9e+06,"en",11262,6.5,1446,"1988-11-08",27,"R","Horror",1988,"85-89","80-89",6.95424250943933,7.64538968621503,"10585"
"749","Cinema Paradiso",11990401,0,"it",12871,8.4,2083,"1988-11-17",18,"R","Drama",1988,"85-89","80-89",1,7.07883370763389,"11216"
"750","The Land Before Time",84460846,12300000,"en",13832,7,1599,"1988-11-18",16,"G","Animation",1988,"85-89","80-89",7.0899051114394,7.92665542721074,"12144"
"751","Oliver  Company",74151346,3.1e+07,"en",10118,6.7,930,"1988-11-18",16,"G","Animation",1988,"85-89","80-89",7.49136169383427,7.87011903877731,"12233"
"752","Scrooged",60328558,3.2e+07,"en",8876,6.9,800,"1988-11-22",35,"PG-13","Comedy",1988,"85-89","80-89",7.50514997831991,7.78052294474078,"9647"
"753","They Live",13008928,4e+06,"en",11772,7.2,1287,"1988-11-23",28,"R","Action",1988,"85-89","80-89",6.60205999132796,7.11424151002304,"8337"
"754","The Naked Gun From the Files of Police Squad",78756177,1.2e+07,"en",14071,7.2,2047,"1988-12-02",35,"PG-13","Comedy",1988,"85-89","80-89",7.07918124604763,7.89628462635763,"37136"
"755","The Adventures of Baron Munchausen",8083123,46630000,"en",8814,7,441,"1988-12-07",28,"PG","Action",1988,"85-89","80-89",7.66866541545449,6.90757918746054,"14506"
"756","Mississippi Burning",34604000,1.5e+07,"en",7495,7.6,798,"1988-12-08",53,"R","Thriller",1988,"85-89","80-89",7.17609125905568,7.53912630334539,"1632"
"757","Rain Man",354825435,2.5e+07,"en",16019,7.7,3626,"1988-12-11",18,"R","Drama",1988,"85-89","80-89",7.39794000867204,8.55001474386606,"380"
"758","Working Girl",103173635,2.8e+07,"en",9183,6.6,493,"1988-12-20",35,"R","Comedy",1988,"85-89","80-89",7.44715803134222,8.01356873181755,"3525"
"759","Time of the Gypsies",0,0,"sh",6.17,7.9,135,"1988-12-21",35,NA,"Comedy",1988,"85-89","80-89",1,1,"20123"
"760","Hellbound Hellraiser II",12090735,3e+06,"en",10843,6.3,483,"1988-12-23",27,"R","Horror",1988,"85-89","80-89",6.47712125471966,7.08245270257638,"9064"
"761","Major League",49797148,1.1e+07,"en",7815,6.8,396,"1989-02-16",35,"R","Comedy",1989,"85-89","80-89",7.04139268515823,7.69720447040368,"9942"
"762","The Burbs",36602000,1.8e+07,"en",10243,6.8,628,"1989-02-17",35,"PG","Comedy",1989,"85-89","80-89",7.25527250510331,7.56350481668492,"11974"
"763","Bill  Teds Excellent Adventure",40485039,1e+07,"en",9.71,6.8,874,"1989-02-17",12,"PG","Adventure",1989,"85-89","80-89",7,7.60729456197645,"1648"
"764","Police Academy 6 City Under Siege",11567217,0,"en",10246,4.9,428,"1989-03-09",35,"PG","Comedy",1989,"85-89","80-89",1,7.06322888298569,"11895"
"765","Dead Calm",7825000,10400000,"en",8.13,6.6,354,"1989-04-07",27,"R","Horror",1989,"85-89","80-89",7.01703333929878,6.89348434621849,"10493"
"766","Say Anything",20036737,0,"en",8.93,7.3,510,"1989-04-14",35,"PG-13","Comedy",1989,"85-89","80-89",1,7.30182699772034,"2028"
"767","Kickboxer",14697005,1500000,"en",8.88,6.5,575,"1989-04-20",28,"R","Action",1989,"85-89","80-89",6.17609125905568,7.16722884192533,"10222"
"768","Field of Dreams",84431625,0,"en",9.94,7.2,768,"1989-04-21",18,"PG","Drama",1989,"85-89","80-89",1,7.92650514793414,"2323"
"769","K9",78247647,1.7e+07,"en",7858,5.8,478,"1989-04-28",28,"PG-13","Action",1989,"85-89","80-89",7.23044892137827,7.89347128666218,"10345"
"770","See No Evil Hear No Evil",46908987,1.8e+07,"en",8999,6.7,500,"1989-05-12",35,"R","Comedy",1989,"85-89","80-89",7.25527250510331,7.67125605445514,"11185"
"771","Indiana Jones and the Last Crusade",474171806,4.8e+07,"en",16771,7.8,6098,"1989-05-24",12,"PG-13","Adventure",1989,"85-89","80-89",7.68124123737559,8.67593572749404,"89"
"772","Dead Poets Society",235860116,16400000,"en",19682,8.3,6712,"1989-06-02",18,"PG","Drama",1989,"85-89","80-89",7.2148438480477,8.37265450779717,"207"
"773","Star Trek V The Final Frontier",70200000,3e+07,"en",10113,5.7,648,"1989-06-09",878,"PG","Science Fiction",1989,"85-89","80-89",7.47712125471966,7.84633711212981,"172"
"774","Ghostbusters II",215394738,3.7e+07,"en",15399,6.4,2445,"1989-06-16",35,"PG","Comedy",1989,"85-89","80-89",7.56820172406699,8.33323508946578,"2978"
"775","Honey I Shrunk the Kids",222724172,1.8e+07,"en",11683,6.2,1747,"1989-06-22",12,"PG","Adventure",1989,"85-89","80-89",7.25527250510331,8.34776735307598,"9354"
"776","Batman",411348924,3.5e+07,"en",20106,7.2,4453,"1989-06-23",28,"PG-13","Action",1989,"85-89","80-89",7.54406804435028,8.61421036562307,"268"
"777","The Karate Kid Part III",38956288,0,"en",8392,5.8,741,"1989-06-29",12,"PG","Adventure",1989,"85-89","80-89",1,7.59057756786982,"10495"
"778","The Gods Must Be Crazy II",0,0,"en",11694,6.5,185,"1989-07-01",28,"PG","Action",1989,"85-89","80-89",1,1,"11937"
"779","Licence to Kill",156167015,3.2e+07,"en",12898,6.2,1019,"1989-07-07",28,"PG-13","Action",1989,"85-89","80-89",7.50514997831991,8.19358930920686,"709"
"780","Dragon Ball Z Dead Zone",0,0,"ja",10442,6.4,267,"1989-07-15",16,"PG-13","Animation",1989,"85-89","80-89",1,1,"28609"
"781","When Harry Met Sally",92823546,1.6e+07,"en",12715,7.4,2275,"1989-07-21",35,"R","Comedy",1989,"85-89","80-89",7.20411998265593,7.96765815510668,"639"
"782","My Left Foot The Story of Christy Brown",14743391,645180,"en",7967,7.6,444,"1989-07-21",18,"R","Drama",1989,"85-89","80-89",5.80968089618707,7.16859738333406,"10161"
"783","Friday the 13th Part VIII Jason Takes Manhattan",1.4e+07,5e+06,"en",10817,4.8,466,"1989-07-28",27,"R","Horror",1989,"85-89","80-89",6.69897000433602,7.14612803567824,"10283"
"784","Turner  Hooch",71079915,1.3e+07,"en",8489,6.2,667,"1989-07-28",28,"PG","Action",1989,"85-89","80-89",7.11394335230684,7.85174689978812,"6951"
"785","Kikis Delivery Service",18172849,6900000,"ja",19291,7.8,1845,"1989-07-29",12,"G","Adventure",1989,"85-89","80-89",6.83884909073726,7.25942301800623,"16859"
"786","Lock Up",22099847,2.4e+07,"en",9537,6.5,480,"1989-08-04",28,"R","Action",1989,"85-89","80-89",7.38021124171161,7.3443892670206,"9972"
"787","The Abyss",90000098,7e+07,"en",12989,7.3,1543,"1989-08-09",12,"PG-13","Adventure",1989,"85-89","80-89",7.84509804001426,7.9542429823375,"2756"
"788","A Nightmare on Elm Street The Dream Child",22168359,8e+06,"en",9739,5.4,621,"1989-08-11",27,"R","Horror",1989,"85-89","80-89",6.90308998699194,7.34573354590556,"10160"
"789","Uncle Buck",79258538,1.5e+07,"en",8918,6.7,622,"1989-08-16",35,"PG","Comedy",1989,"85-89","80-89",7.17609125905568,7.89904605709244,"2616"
"790","sex lies and videotape",0,1200000,"en",8149,6.9,405,"1989-08-18",18,"R","Drama",1989,"85-89","80-89",6.07918124604763,1,"1412"
"791","The Cook the Thief His Wife  Her Lover",0,0,"en",6361,7.5,284,"1989-09-10",80,"NC-17","Crime",1989,"85-89","80-89",1,1,"7452"
"792","Black Rain",45892212,3e+07,"en",7262,6.5,525,"1989-09-22",28,"R","Action",1989,"85-89","80-89",7.47712125471966,7.66173899114948,"4105"
"793","Halloween 5 The Revenge of Michael Myers",11642254,5e+06,"en",7642,5.2,521,"1989-10-12",27,"R","Horror",1989,"85-89","80-89",6.69897000433602,7.06603707009017,"11361"
"794","The Little Mermaid",211343479,4e+07,"en",21709,7.3,4776,"1989-11-17",16,"G","Animation",1989,"85-89","80-89",7.60205999132796,8.32498885222178,"10144"
"795","Back to the Future Part II",3.32e+08,4e+07,"en",16035,7.7,7863,"1989-11-22",12,"PG","Adventure",1989,"85-89","80-89",7.60205999132796,8.52113808370404,"165"
"796","National Lampoons Christmas Vacation",71319546,2.7e+07,"en",13641,7.3,1284,"1989-12-01",35,"PG-13","Comedy",1989,"85-89","80-89",7.43136376415899,7.85320856991663,"5825"
"797","Glory",26828365,1.8e+07,"en",9782,7.5,725,"1989-12-15",36,"R","History",1989,"85-89","80-89",7.25527250510331,7.42859420628676,"9665"
"798","Born on the Fourth of July",161001698,1.4e+07,"en",8962,7,858,"1989-12-20",18,"R","Drama",1989,"85-89","80-89",7.14612803567824,8.20683045633087,"2604"
"799","Tango  Cash",63408614,5.5e+07,"en",12935,6.3,998,"1989-12-22",28,"R","Action",1989,"85-89","80-89",7.74036268949424,7.80214826038251,"9618"
"800","Wild Orchid",0,7e+06,"en",7483,4.8,113,"1989-12-22",18,"R","Drama",1989,"85-89","80-89",6.84509804001426,1,"5203"
"801","Leatherface The Texas Chainsaw Massacre III",5765562,0,"en",7786,5.3,210,"1990-01-12",27,"R","Horror",1990,"90-94","90-99",1,6.76084164668759,"25018"
"802","La Femme Nikita",5e+06,8538703,"fr",7775,7.2,1075,"1990-02-21",28,"R","Action",1990,"90-94","90-99",6.93139190784111,6.69897000433602,"9322"
"803","The Hunt for Red October",199200000,3e+07,"en",30314,7.4,1754,"1990-03-02",28,"PG","Action",1990,"90-94","90-99",7.47712125471966,8.29928933408768,"1669"
"804","Dragon Ball Z The Worlds Strongest",0,0,"ja",10031,6.2,241,"1990-03-10",28,"R","Action",1990,"90-94","90-99",1,1,"39100"
"805","Pretty Woman",4.63e+08,1.4e+07,"en",18298,7.3,4370,"1990-03-23",35,"R","Comedy",1990,"90-94","90-99",7.14612803567824,8.66558099101795,"114"
"806","Teenage Mutant Ninja Turtles",201965915,13500000,"en",10367,6.6,934,"1990-03-30",28,"PG","Action",1990,"90-94","90-99",7.13033376849501,8.30527808144434,"1498"
"807","CryBaby",8266343,1.1e+07,"en",9692,6.4,857,"1990-04-05",35,"PG-13","Comedy",1990,"90-94","90-99",7.04139268515823,6.91731342174375,"9768"
"808","Dick Tracy",103738726,4.7e+07,"en",9599,6.1,485,"1990-04-05",12,"PG","Adventure",1990,"90-94","90-99",7.67209785793572,8.01594091018381,"8592"
"809","A Grand Day Out",0,0,"en",11097,7.4,422,"1990-05-18",12,"NR","Adventure",1990,"90-94","90-99",1,1,"530"
"810","Back to the Future Part III",244527583,4e+07,"en",14405,7.4,6259,"1990-05-25",12,"PG","Adventure",1990,"90-94","90-99",7.60205999132796,8.38832785515305,"196"
"811","The Witches",15360553,0,"en",8662,6.6,511,"1990-05-25",12,"PG","Adventure",1990,"90-94","90-99",1,7.18640685114636,"10166"
"812","Total Recall",261317921,6.5e+07,"en",13317,7.2,3262,"1990-06-01",28,"R","Action",1990,"90-94","90-99",7.81291335664286,8.41716919436004,"861"
"813","Lionheart",24271196,6e+06,"en",8724,6.1,400,"1990-06-07",28,"R","Action",1990,"90-94","90-99",6.77815125038364,7.3850911773786,"9399"
"814","Another 48 Hrs",153518974,3.8e+07,"en",8069,6,406,"1990-06-08",28,"R","Action",1990,"90-94","90-99",7.57978359661681,8.1861620592546,"11595"
"815","Gremlins 2 The New Batch",41482207,5e+07,"en",10741,6.4,1437,"1990-06-15",35,"PG-13","Comedy",1990,"90-94","90-99",7.69897000433602,7.61786185433281,"928"
"816","RoboCop 2",45681173,3.5e+07,"en",11909,5.9,933,"1990-06-22",28,"R","Action",1990,"90-94","90-99",7.54406804435028,7.65973724718365,"5549"
"817","Days of Thunder",157920733,6e+07,"en",11877,6.1,715,"1990-06-27",12,"PG-13","Adventure",1990,"90-94","90-99",7.77815125038364,8.1984391511381,"2119"
"818","Die Hard 2",240031094,7e+07,"en",19.02,6.8,3348,"1990-07-02",28,"R","Action",1990,"90-94","90-99",7.84509804001426,8.38026750453628,"1573"
"819","Ghost",5.05e+08,2.2e+07,"en",15586,7.1,3213,"1990-07-12",18,"PG-13","Drama",1990,"90-94","90-99",7.34242268082221,8.70329137811866,"251"
"820","King of New York",2554476,1e+06,"en",7441,6.7,255,"1990-07-18",80,"R","Crime",1990,"90-94","90-99",6,6.40730182672213,"9558"
"821","Presumed Innocent",221303188,2.2e+07,"en",8779,6.8,314,"1990-07-26",53,"R","Thriller",1990,"90-94","90-99",7.34242268082221,8.34498767023469,"11092"
"822","Air America",33461269,0,"en",8895,5.6,296,"1990-08-10",28,"R","Action",1990,"90-94","90-99",1,7.52454240731517,"11856"
"823","Flatliners",61489265,2.6e+07,"en",8845,6.4,855,"1990-08-10",18,"R","Drama",1990,"90-94","90-99",7.41497334797082,7.78879930182084,"1551"
"824","Wild at Heart",14560247,9500000,"en",8234,7.1,767,"1990-08-17",35,"R","Comedy",1990,"90-94","90-99",6.97772360528885,7.1631687424102,"483"
"825","Darkman",48878502,1.6e+07,"en",10789,6.4,674,"1990-08-24",28,"R","Action",1990,"90-94","90-99",7.20411998265593,7.68911788743288,"9556"
"826","GoodFellas",46836394,2.5e+07,"en",23776,8.4,6781,"1990-09-12",18,"R","Drama",1990,"90-94","90-99",7.39794000867204,7.67058345074305,"769"
"827","Shipwrecked",15024232,8500000,"no",8834,6.7,25,"1990-10-03",12,NA,"Adventure",1990,"90-94","90-99",6.92941892571429,7.17679228122807,"71805"
"828","Night of the Living Dead",5835247,4200000,"en",7.32,6.7,427,"1990-10-18",27,"R","Horror",1990,"90-94","90-99",6.6232492903979,6.76605924400892,"19185"
"829","The NeverEnding Story II The Next Chapter",16283667,3.2e+07,"en",7952,5.5,430,"1990-10-24",12,"PG","Adventure",1990,"90-94","90-99",7.50514997831991,7.21175221250242,"34636"
"830","Dances with Wolves",424208848,2.2e+07,"en",16826,7.8,2313,"1990-11-09",12,"PG-13","Adventure",1990,"90-94","90-99",7.34242268082221,8.62757972263764,"581"
"831","Childs Play 2",35763605,1.3e+07,"en",10024,6,822,"1990-11-09",18,"R","Drama",1990,"90-94","90-99",7.11394335230684,7.55344128956169,"11186"
"832","Rocky V",119946358,4.2e+07,"en",13632,5.6,1721,"1990-11-16",18,"PG-13","Drama",1990,"90-94","90-99",7.6232492903979,8.07898706577183,"1375"
"833","The Prince and the Pauper",0,0,"en",8506,6.5,117,"1990-11-16",16,"G","Animation",1990,"90-94","90-99",1,1,"25831"
"834","Predator 2",57120318,3.5e+07,"en",14991,6,1526,"1990-11-20",28,"R","Action",1990,"90-94","90-99",7.54406804435028,7.75679061657731,"169"
"835","Misery",61276872,2e+07,"en",12983,7.7,2499,"1990-11-30",18,"R","Drama",1990,"90-94","90-99",7.30102999566398,7.78729658776339,"1700"
"836","Awakenings",52096475,0,"en",11851,7.8,1313,"1990-12-04",18,"PG-13","Drama",1990,"90-94","90-99",1,7.71680833865769,"11005"
"837","Edward Scissorhands",5.3e+07,2e+07,"en",15.32,7.7,8357,"1990-12-05",18,"PG-13","Drama",1990,"90-94","90-99",7.30102999566398,7.72427586960079,"162"
"838","The Ages of Lulu",0,0,"es",11121,5.8,66,"1990-12-13",18,NA,"Drama",1990,"90-94","90-99",1,1,"53932"
"839","Look Whos Talking Too",0,0,"en",8889,5.2,773,"1990-12-14",10749,"PG-13","Romance",1990,"90-94","90-99",1,1,"9356"
"840","The Godfather Part III",136766062,5.4e+07,"en",16125,7.4,3379,"1990-12-24",80,"R","Crime",1990,"90-94","90-99",7.73239375982297,8.13597834215968,"242"
"841","White Fang",34793160,1.4e+07,"en",6444,6.5,308,"1991-01-18",28,"PG","Action",1991,"90-94","90-99",7.14612803567824,7.54149387422732,"12227"
"842","My Own Private Idaho",6401336,2500000,"en",8587,7.1,541,"1991-02-01",18,"R","Drama",1991,"90-94","90-99",6.39794000867204,6.80627062349577,"468"
"843","Operation Condor",0,0,"cn",9433,7.2,219,"1991-02-07",28,"PG-13","Action",1991,"90-94","90-99",1,1,"10975"
