film;revenue;budget;language;popularity;vote average;vote count;log_budget;log_revenue;id;tagline;release date;genre;certification;genre_txt;year;lustrum;decade
Into the Wild;56255142;1.5e+07;en;13943;7.8;6430;#°VALOR!;7,750162225;5915;Into the heart. Into the soul.;11/09/2007;12;R;Adventure;2007;5-sep;00-09
After Sex;0;825000;en;9215;5.4;128;5,916453949;1;17097;Eight Couples. One Conversation.;26/09/2007;35;NR;Comedy;2007;5-sep;00-09
The Heartbreak Kid;127766650;6,00E+07;en;7518;5.6;910;7,77815125;8,106417508;9038;He waited all his life to get married. Too bad he didn't wait another week.;5/10/2007;35;R;Comedy;2007;5-sep;00-09
American Gangster;266465037;1,00E+08;en;13099;7.6;3080;8;8,425640233;4982;There are two sides to the American dream;2/11/2007;80;R;Crime;2007;5-sep;00-09
No Country for Old Men;171627166;2.5e+07;en;20.41;7.9;6790;#°VALOR!;8,234586031;6977;There are no clean getaways.;8/11/2007;80;R;Crime;2007;5-sep;00-09
Hitman;99965753;2.4e+07;en;10472;5.9;1904;#°VALOR!;7,999851242;1620;Assassin 47;21/11/2007;28;R;Action;2007;5-sep;00-09
Juno;231411584;7500000;en;12424;7;4658;6,875061263;8,364385095;7326;A comedy about growing up‚Ä¶ and the bumps along the way.;5/12/2007;35;PG-13;Comedy;2007;5-sep;00-09
American Pie Presents: Beta House;18610260;1,00E+07;en;10859;5.5;1111;7;7,269752441;8277;Das versauteste St√ºck Kuchen!;10/12/2007;35;R;Comedy;2007;5-sep;00-09
National Treasure: Book of Secrets;457363168;1.3e+08;en;16811;6.2;3323;#°VALOR!;8,660261187;6637;The Greatest Adventure History Has Ever Revealed;13/12/2007;28;PG;Action;2007;5-sep;00-09
I Am Legend;585349010;1.5e+08;en;23887;7.1;10016;#°VALOR!;8,767414888;6479;The last man on Earth is not alone;14/12/2007;28;PG-13;Action;2007;5-sep;00-09
Sweeney Todd: The Demon Barber of Fleet Street;1.52e+08;5,00E+07;en;18.64;7.1;3680;7,698970004;#°VALOR!;13885;Never Forget. Never Forgive.;20/12/2007;18;R;Drama;2007;5-sep;00-09
The Great Debaters;30226144;1.5e+07;en;16146;7.2;305;#°VALOR!;7,480382747;14047;When the nation was in need, he inspired them to give us hope.;27/12/2007;18;PG-13;Drama;2007;5-sep;00-09
There Will Be Blood;77208711;2.5e+07;en;14426;8.1;3440;#°VALOR!;7,887666302;7345;There Will Be Greed. There Will Be Vengeance.;28/12/2007;18;R;Drama;2007;5-sep;00-09
Barbie and the Diamond Castle;0;0;en;19003;7.1;445;1;1;13004;NA;1/01/2008;16;G;Animation;2008;5-sep;00-09
Rambo;0;1,00E+07;en;16.42;6.5;2070;7;1;7555;Heroes never die... They just reload.;24/01/2008;28;R;Action;2008;5-sep;00-09
Bolt;309979994;1.5e+08;en;16609;6.4;3850;#°VALOR!;8,491333666;13053;Fully Awesome. Ridonculous. Let It Begin.;29/01/2008;16;PG;Animation;2008;5-sep;00-09
Fool's Gold;111231041;7,00E+07;en;10436;5.6;879;7,84509804;8,046226002;8676;This February True Love Takes a Dive.;7/02/2008;12;PG-13;Adventure;2008;5-sep;00-09
Barbie Mariposa;0;0;en;16949;6.4;251;1;1;18198;NA;8/02/2008;16;G;Animation;2008;5-sep;00-09
Taken;226830568;2.5e+07;en;17173;7.3;7483;#°VALOR!;8,35570158;8681;They took his daughter.  He'll take their lives.;18/02/2008;28;PG-13;Action;2008;5-sep;00-09
The Other Boleyn Girl;78269970;3.5e+07;en;14006;6.6;1193;#°VALOR!;7,893595167;12184;Two sisters divided for the love of a king.;28/02/2008;18;PG-13;Drama;2008;5-sep;00-09
Horton Hears a Who!;297138014;8.5e+07;en;12801;6.3;2011;#°VALOR!;8,472958216;12222;A persons a person no matter how small!;3/03/2008;12;G;Adventure;2008;5-sep;00-09
21;69823199;3.5e+07;en;14339;6.6;2763;#°VALOR!;7,843999742;8065;They proved the Vegas Blackjack System was beatable...by beating the hell out of it.;27/03/2008;18;PG-13;Drama;2008;5-sep;00-09
Superhero Movie;25871834;3.5e+07;en;11224;5.1;990;#°VALOR!;7,412827216;11918;The greatest Superhero movie of all time! (not counting all the others);27/03/2008;28;PG-13;Action;2008;5-sep;00-09
The Ruins;22700000;8,00E+06;en;11076;5.7;559;6,903089987;7,356025857;11152;Terror has evolved.;2/04/2008;27;R;Horror;2008;5-sep;00-09
Outlander;7033683;5,00E+07;en;10382;6.2;642;7,698970004;6,847182791;10529;It destroyed his world. He won't let it destroy ours.;24/04/2008;28;R;Action;2008;5-sep;00-09
Iron Man;585174222;1.4e+08;en;27627;7.6;17541;#°VALOR!;8,767285186;1726;Heroes aren't born. They're built.;30/04/2008;28;PG-13;Action;2008;5-sep;00-09
The Boy in the Striped Pyjamas;20416563;12500000;en;11622;7.8;4087;7,096910013;7,309982633;14574;Lines may divide us, but hope will unite us.;7/05/2008;18;PG-13;Drama;2008;5-sep;00-09
Slumdog Millionaire;377910544;1.5e+07;en;14545;7.7;6756;#°VALOR!;8,577389009;12405;What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny;12/05/2008;18;R;Drama;2008;5-sep;00-09
The Chronicles of Narnia: Prince Caspian;419665568;2.25e+08;en;17631;6.6;4058;#°VALOR!;8,622903338;2454;Everything you know is about to change forever.;15/05/2008;12;PG;Adventure;2008;5-sep;00-09
Indiana Jones and the Kingdom of the Crystal Skull;786636033;1.85e+08;en;14903;5.9;5079;#°VALOR!;8,895773836;217;The adventure continues . . .;21/05/2008;28;PG-13;Action;2008;5-sep;00-09
Kung Fu Panda;631744560;1.3e+08;en;18455;7.1;6932;#°VALOR!;8,800541511;9502;Prepare for awesomeness.;4/06/2008;12;PG;Adventure;2008;5-sep;00-09
You Don't Mess with the Zohan;201596308;9,00E+07;en;11898;5.5;2239;7,954242509;8,304482574;10661;Lather. Rinse. Save the world.;5/06/2008;28;PG-13;Action;2008;5-sep;00-09
The Incredible Hulk;163712074;1.5e+08;en;17.32;6.2;7166;#°VALOR!;8,21408071;1724;You'll like him when he's angry.;12/06/2008;878;PG-13;Science Fiction;2008;5-sep;00-09
Wanted;258270008;7.5e+07;en;13873;6.4;4665;#°VALOR!;8,412073976;8909;Choose your destiny.;19/06/2008;28;R;Action;2008;5-sep;00-09
WALL√Ç¬∑E;521311860;1.8e+08;en;29243;8;12117;#°VALOR!;8,717097605;10681;After 700 years of doing what he was built for, he'll discover what he was meant for.;22/06/2008;16;G;Animation;2008;5-sep;00-09
Hancock;624029371;1.5e+08;en;14666;6.3;6132;#°VALOR!;8,795205031;8960;Bad Behavior. Bad Attitude. Real Hero.;1/07/2008;28;PG-13;Action;2008;5-sep;00-09
The Mummy: Tomb of the Dragon Emperor;401128639;1.45e+08;en;14085;5.4;2858;#°VALOR!;8,60328367;1735;A New Evil Awakens.;1/07/2008;28;PG-13;Action;2008;5-sep;00-09
Kit Kittredge: An American Girl;0;0;en;15046;6.3;83;1;1;8359;Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.;2/07/2008;35;G;Comedy;2008;5-sep;00-09
The Dark Knight;1004558444;1.85e+08;en;104757;8.4;21172;#°VALOR!;9,001975209;155;Why So Serious?;16/07/2008;28;PG-13;Action;2008;5-sep;00-09
Ponyo;202404009;41677699;ja;26308;7.7;2021;7,619903734;8,30621911;12429;Welcome to a world where anything is possible.;19/07/2008;16;G;Animation;2008;5-sep;00-09
The Midnight Meat Train;3533227;1.5e+07;en;8752;6;534;#°VALOR!;6,548171541;10185;The most terrifying ride you'll ever take;7/08/2008;27;R;Horror;2008;5-sep;00-09
Ballet Shoes;0;0;en;15255;6.4;189;1;1;20497;Dreams do come true.;26/08/2008;10770;PG;TV Movie;2008;5-sep;00-09
Another Cinderella Story;0;5,00E+06;en;11854;6.6;1143;6,698970004;1;15157;Once upon a time....can happen again.;16/09/2008;35;PG;Comedy;2008;5-sep;00-09
The Hurt Locker;4.2e+07;1.5e+07;en;13062;7.3;3453;#°VALOR!;#°VALOR!;12162;You'll know when you're in it.;10/10/2008;18;R;Drama;2008;5-sep;00-09
High School Musical 3: Senior Year;252909177;1.1e+07;en;10725;6.5;2398;#°VALOR!;8,402964588;11887;NA;11/10/2008;35;G;Comedy;2008;5-sep;00-09
Quantum of Solace;589580482;2,00E+08;en;22044;6.3;4986;8,301029996;8,770543098;10764;For love, for hate, for justice, for revenge.;30/10/2008;12;PG-13;Adventure;2008;5-sep;00-09
Madagascar: Escape 2 Africa;603900354;1.5e+08;en;17423;6.4;4321;#°VALOR!;8,780965284;10527;Still together. Still lost!;30/10/2008;16;PG;Animation;2008;5-sep;00-09
Dear Zachary: A Letter to a Son About His Father;0;0;en;9956;8.3;264;1;1;15584;NA;31/10/2008;80;NA;Crime;2008;5-sep;00-09
Twilight;393616788;3.7e+07;en;20682;6;8316;#°VALOR!;8,595073613;8966;When you can live forever, what do you live for?;20/11/2008;14;PG-13;Fantasy;2008;5-sep;00-09
Punisher: War Zone;10089373;20500000;en;9689;5.7;617;7,311753861;7,003864178;13056;Vengeance has a name;5/12/2008;28;R;Action;2008;5-sep;00-09
Gran Torino;269958228;3.3e+07;en;17502;8;6626;#°VALOR!;8,431296569;13223;Ever come across somebody you shouldn't have messed with?;9/12/2008;18;R;Drama;2008;5-sep;00-09
Rab Ne Bana Di Jodi;0;0;hi;8598;6.7;131;1;1;14072;NA;11/12/2008;35;PG;Comedy;2008;5-sep;00-09
The Curious Case of Benjamin Button;333932083;1.5e+08;en;16612;7.5;7701;#°VALOR!;8,523658147;4922;Life isn't measured in minutes, but in moments.;25/12/2008;18;PG-13;Drama;2008;5-sep;00-09
18 Year Old Virgin;0;0;en;11935;3.5;68;1;1;14912;She Has One Night to Lose it All. Not as Easy as You'd Think.;20/01/2009;35;R;Comedy;2009;5-sep;00-09
Coraline;124596398;6,00E+07;en;17026;7.6;3611;7,77815125;8,095505487;14836;Be careful what you wish for.;5/02/2009;16;PG;Animation;2009;5-sep;00-09
He's Just Not That Into You;178866158;4,00E+07;en;14103;6.4;2261;7,602059991;8,252528179;10184;Are you the exception... or the rule?;6/02/2009;35;PG-13;Comedy;2009;5-sep;00-09
The Girl with the Dragon Tattoo;109421911;1.3e+07;sv;13756;7.5;1797;#°VALOR!;8,039104295;15472;Based on the Worldwide Best Seller;27/02/2009;80;R;Crime;2009;5-sep;00-09
Watchmen;185258983;1.3e+08;en;17911;7.3;5702;#°VALOR!;8,267779276;13183;Justice is coming to all of us.  No matter what we do.;5/03/2009;28;R;Action;2009;5-sep;00-09
The Last House on the Left;32721635;1.5e+07;en;10809;6.4;923;#°VALOR!;7,514834996;18405;If someone hurt someone you love, how far would you go to get revenge?;13/03/2009;80;R;Crime;2009;5-sep;00-09
The Twilight Saga: New Moon;709827462;5,00E+07;en;18791;5.8;5823;7,698970004;8,851152797;18239;The Next Chapter Begins.;15/03/2009;12;PG-13;Adventure;2009;5-sep;00-09
Knowing;155446362;5,00E+07;en;15526;6;3066;7,698970004;8,191580562;13811;429733;19/03/2009;28;PG-13;Action;2009;5-sep;00-09
Monsters vs Aliens;381509870;1.75e+08;en;13625;6.1;2922;#°VALOR!;8,581505778;15512;When aliens attack, monsters fight back.;19/03/2009;12;PG;Adventure;2009;5-sep;00-09
Crank: High Voltage;34560577;2,00E+07;en;15393;6;1620;7,301029996;7,538580985;15092;Stay Charged, Stay Alive!;16/04/2009;28;R;Action;2009;5-sep;00-09
The Human Centipede (First Sequence);0;2011799;en;12.54;4.9;1097;6,303584588;1;37169;Their flesh is his fantasy;26/04/2009;27;R;Horror;2009;5-sep;00-09
Star Trek;385680446;1.5e+08;en;16245;7.4;6919;#°VALOR!;8,586227621;13475;The future begins.;6/05/2009;28;PG-13;Action;2009;5-sep;00-09
Angels & Demons;356613439;1.5e+08;en;12346;6.6;4396;#°VALOR!;8,552197706;13448;The holiest event of our time. Perfect for their return.;13/05/2009;9648;PG-13;Mystery;2009;5-sep;00-09
Terminator Salvation;371353001;2,00E+08;en;21023;6;4205;8,301029996;8,569786938;534;The End Begins.;20/05/2009;28;PG-13;Action;2009;5-sep;00-09
Up;735099082;1.75e+08;en;27242;7.9;13713;#°VALOR!;8,86634588;14160;NA;28/05/2009;16;PG;Animation;2009;5-sep;00-09
Mother;17112713;5,00E+06;ko;9905;7.8;471;6,698970004;7,233318867;30018;She'll stop at nothing;28/05/2009;80;R;Crime;2009;5-sep;00-09
Dogtooth;110197;275576;el;10488;7.2;918;5,440241392;5,042169771;38810;The cat is the most feared animal there is!;1/06/2009;18;NA;Drama;2009;5-sep;00-09
The Hangover;459270619;3.5e+07;en;15933;7.3;11502;#°VALOR!;8,662068663;18785;Some guys just can't handle Vegas.;2/06/2009;35;R;Comedy;2009;5-sep;00-09
Land of the Lost;68688831;1,00E+08;en;10.61;5.4;732;8;7,836886125;18162;Right place. Wrong time.;5/06/2009;12;PG-13;Adventure;2009;5-sep;00-09
Hachi: A Dog's Tale;47801389;1.6e+07;en;14593;8;4098;#°VALOR!;7,679440516;28178;A true story of faith, devotion and undying love.;13/06/2009;18;G;Drama;2009;5-sep;00-09
Harry Potter and the Half-Blood Prince;933959197;2.5e+08;en;19707;7.7;11900;#°VALOR!;8,970327903;767;Dark Secrets Revealed;7/07/2009;12;PG;Adventure;2009;5-sep;00-09
(500) Days of Summer;60722734;7500000;en;15898;7.2;6320;6,875061263;7,783351317;19913;This is not a love story. This is a story about love.;17/07/2009;35;PG-13;Comedy;2009;5-sep;00-09
G-Force;292817841;1.5e+08;en;12573;5.2;1078;#°VALOR!;8,466597534;19585;The world needs bigger heroes;21/07/2009;28;PG;Action;2009;5-sep;00-09
G.I. Joe: The Rise of Cobra;302469017;1.75e+08;en;14565;5.7;3116;#°VALOR!;8,480680895;14869;When all else fails, they don't.;4/08/2009;12;PG-13;Adventure;2009;5-sep;00-09
District 9;210819611;3,00E+07;en;11725;7.4;6052;7,477121255;8,323911008;17654;You are not welcome here.;5/08/2009;878;R;Science Fiction;2009;5-sep;00-09
Inglourious Basterds;321455689;7,00E+07;en;24908;8.2;13837;7,84509804;8,507121116;16869;Once upon a time in Nazi occupied France...;18/08/2009;18;R;Drama;2009;5-sep;00-09
9;48428063;3,00E+07;en;17063;6.8;2195;7,477121255;7,685097099;12244;When our world ended their mission began.;19/08/2009;28;PG-13;Action;2009;5-sep;00-09
Daybreakers;51416464;2,00E+07;en;10151;6.2;1124;7,301029996;7,711102206;19901;In 2019, The Most Precious Natural Resource... Is Us.;11/09/2009;28;R;Action;2009;5-sep;00-09
Zombieland;102391540;23600000;en;27.48;7.2;7833;7,372912003;8,010264075;19908;Nut up or shut up.;7/10/2009;35;R;Comedy;2009;5-sep;00-09
2012;769653595;2,00E+08;en;19637;5.7;8373;8,301029996;8,886295302;14161;We Were Warned.;10/10/2009;28;PG-13;Action;2009;5-sep;00-09
Wrong Turn 3: Left for Dead;0;0;en;9.7;5.1;486;1;1;23823;What you don't see will kill you.;20/10/2009;27;NR;Horror;2009;5-sep;00-09
Mr. Nobody;2331721;4.7e+07;en;14784;7.9;3791;#°VALOR!;6,367676584;31011;Nothing is real, everything is possible.;6/11/2009;18;NR;Drama;2009;5-sep;00-09
Planet 51;104945765;7,00E+07;en;9993;5.7;1244;7,84509804;8,020964918;16866;Something strange is coming to their planet...Us!;19/11/2009;12;PG;Adventure;2009;5-sep;00-09
The Girl Who Kicked the Hornet's Nest;43498108;4,00E+06;sv;8667;7;801;6,602059991;7,638470367;33613;There's A Storm Coming;27/11/2009;28;R;Action;2009;5-sep;00-09
The Princess and the Frog;270997378;1.05e+08;en;18846;7;3164;#°VALOR!;8,432965089;10198;Every Love Story Begins With a Kiss...;8/12/2009;16;G;Animation;2009;5-sep;00-09
Avatar;2787965087;2.37e+08;en;33193;7.4;20441;#°VALOR!;9,445287331;19995;Enter the World of Pandora.;10/12/2009;28;PG-13;Action;2009;5-sep;00-09
One Piece Film: Strong World;5.3e+07;0;ja;10619;7.5;151;1;#°VALOR!;41498;NA;12/12/2009;12;PG-13;Adventure;2009;5-sep;00-09
Alvin and the Chipmunks: The Squeakquel;443140005;7.5e+07;en;14423;5.5;1762;#°VALOR!;8,646540958;23398;The Boys are back in town... and they have competition.;21/12/2009;16;PG;Animation;2009;5-sep;00-09
Sherlock Holmes;524028679;9,00E+07;en;13625;7.2;9928;7,954242509;8,719355056;10528;Nothing escapes him.;23/12/2009;28;PG-13;Action;2009;5-sep;00-09
The Lovely Bones;93525586;6.5e+07;en;14.79;6.9;2554;#°VALOR!;7,970930438;7980;The story of a life and everything that came after...;26/12/2009;18;PG-13;Drama;2009;5-sep;00-09
Percy Jackson & the Olympians: The Lightning Thief;226497209;9.5e+07;en;16924;6.1;4849;#°VALOR!;8,355062855;32657;Worlds Collide;1/02/2010;12;PG;Adventure;2010;oct-14;oct-19
Shutter Island;294804195;8,00E+07;en;23521;8.1;14572;7,903089987;8,469533659;11324;Someone is missing;14/02/2010;18;R;Drama;2010;oct-14;oct-19
Alice in Wonderland;1025467110;2,00E+08;en;20134;6.6;9749;8,301029996;9,010921736;12155;You're invited to a very important date;3/03/2010;12;PG;Adventure;2010;oct-14;oct-19
How to Train Your Dragon;494878759;1.65e+08;en;22232;7.7;8621;#°VALOR!;8,694498814;10191;One adventure will change two worlds;10/03/2010;12;PG;Adventure;2010;oct-14;oct-19
Kick-Ass;96188903;2.8e+07;en;14205;7.1;8289;#°VALOR!;7,983124972;23483;Shut up. Kick ass.;22/03/2010;28;R;Action;2010;oct-14;oct-19
Nanny McPhee and the Big Bang;93246388;3.5e+07;en;8708;6.2;1111;#°VALOR!;7,969632018;35019;You'll Believe That Pigs Can Fly!;26/03/2010;35;PG;Comedy;2010;oct-14;oct-19
Iron Man 2;623933331;2,00E+08;en;22326;6.8;13818;8,301029996;8,795138187;10138;It's not the armor that makes the hero, but the man inside.;28/04/2010;28;PG-13;Action;2010;oct-14;oct-19
Robin Hood;310669540;2,00E+08;en;13431;6.3;2885;8,301029996;8,492298674;20662;Rise and rise again, until lambs become lions.;12/05/2010;28;PG-13;Action;2010;oct-14;oct-19
Shrek Forever After;752600867;1.65e+08;en;14888;6.2;4371;#°VALOR!;8,876564714;10192;It ain't Ogre... Til it's Ogre;16/05/2010;12;PG;Adventure;2010;oct-14;oct-19
Prince of Persia: The Sands of Time;335154643;1.5e+08;en;12372;6.2;4529;#°VALOR!;8,52524524;9543;Defy the Future;19/05/2010;28;PG-13;Action;2010;oct-14;oct-19
StreetDance 3D;18144030;5773100;en;11593;6.3;246;6,76140908;7,258733755;41592;NA;19/05/2010;18;R;Drama;2010;oct-14;oct-19
Undisputed III: Redemption;0;3,00E+06;en;12005;7.4;351;6,477121255;1;38234;One deadly tournament. Last fight for freedom.;22/05/2010;28;R;Action;2010;oct-14;oct-19
Toy Story 3;1066969703;2,00E+08;en;17524;7.8;9681;8,301029996;9,028152088;10193;No toy gets left behind.;16/06/2010;16;G;Animation;2010;oct-14;oct-19
A Serbian Film;0;0;sr;12232;5.5;930;1;1;73861;Not all films have a happy ending.;16/06/2010;80;NC-17;Crime;2010;oct-14;oct-19
I Spit on Your Grave;572809;2,00E+06;en;11893;6.4;1137;6,301029996;5,758009833;43947;It's date night;17/06/2010;80;R;Crime;2010;oct-14;oct-19
The Twilight Saga: Eclipse;698491347;6.8e+07;en;17759;6.1;5543;#°VALOR!;8,84416103;24021;It all begins... with a choice.;23/06/2010;12;PG-13;Adventure;2010;oct-14;oct-19
Bloomington;0;0;en;12.48;6.7;78;1;1;51736;NA;23/06/2010;18;NA;Drama;2010;oct-14;oct-19
Despicable Me;543513985;6.9e+07;en;23936;7.2;10952;#°VALOR!;8,735210723;20352;Superbad. Superdad.;8/07/2010;16;PG;Animation;2010;oct-14;oct-19
Legend of the Guardians: The Owls of Ga'Hoole;140073390;8,00E+07;en;14187;6.6;1400;7,903089987;8,146355639;41216;On his way to finding a legend...he will become one.;10/07/2010;12;PG;Adventure;2010;oct-14;oct-19
Inception;825532764;1.6e+08;en;34237;8.3;24728;#°VALOR!;8,916734314;27205;Your mind is the scene of the crime.;15/07/2010;28;PG-13;Action;2010;oct-14;oct-19
The Secret World of Arrietty;145570827;2.3e+07;ja;14911;7.6;1430;#°VALOR!;8,163074349;51739;Do not be seen by humans. That's been the law of children of the underfloor.;16/07/2010;14;G;Fantasy;2010;oct-14;oct-19
Salt;293329073;1.1e+08;en;17643;6.3;3601;#°VALOR!;8,46735511;27576;Who is Salt?;21/07/2010;28;PG-13;Action;2010;oct-14;oct-19
The Expendables;274470394;8,00E+07;en;16092;6.1;5120;7,903089987;8,438495506;27578;Choose Your Weapon.;3/08/2010;28;R;Action;2010;oct-14;oct-19
Scott Pilgrim vs. the World;47664559;6,00E+07;en;13785;7.4;4445;7,77815125;7,678195579;22538;An epic of epic epicness.;12/08/2010;28;PG-13;Action;2010;oct-14;oct-19
The Chronicles of Narnia: The Voyage of the Dawn Treader;415686217;1.55e+08;en;14727;6.4;3651;#°VALOR!;8,618765625;10140;Return to magic. Return to hope. Return to Narnia.;13/08/2010;12;PG;Adventure;2010;oct-14;oct-19
The King's Speech;414211549;1.5e+07;en;15283;7.7;5694;#°VALOR!;8,617222204;45269;Find your voice.;6/09/2010;18;R;Drama;2010;oct-14;oct-19
Insidious;97009150;1500000;en;15865;6.9;4070;6,176091259;7,986812699;49018;It's not the house that's haunted.;13/09/2010;27;PG-13;Horror;2010;oct-14;oct-19
The Town;154026136;3.7e+07;en;11198;7.2;2739;#°VALOR!;8,187594421;23168;Welcome to the bank robbery capital of America.;15/09/2010;80;R;Crime;2010;oct-14;oct-19
The Social Network;224920315;4,00E+07;en;15741;7.3;7064;7,602059991;8,352028683;37799;You don't get to 500 million friends without making a few enemies.;1/10/2010;18;PG-13;Drama;2010;oct-14;oct-19
LelleBelle;0;0;nl;12435;4.9;44;1;1;52371;NA;8/10/2010;10402;NA;Music;2010;oct-14;oct-19
RED;71664962;5.8e+07;en;17771;6.6;4540;#°VALOR!;7,855306875;39514;Still armed. Still dangerous. Still got it.;13/10/2010;28;PG-13;Action;2010;oct-14;oct-19
Jackass 3D;117224271;2,00E+07;en;9927;6.4;760;7,301029996;8,069017541;16290;Don't try this at home;15/10/2010;35;R;Comedy;2010;oct-14;oct-19
Harry Potter and the Deathly Hallows: Part 1;954305868;2.5e+08;en;23.59;7.8;12139;#°VALOR!;8,979687594;12444;One Way‚Ä¶ One Fate‚Ä¶ One Hero.;17/10/2010;12;PG-13;Adventure;2010;oct-14;oct-19
Saw 3D;136150434;2,00E+07;en;13842;6;1708;7,301029996;8,13401903;41439;The Traps Come Alive;21/10/2010;80;R;Crime;2010;oct-14;oct-19
Hereafter;105197635;5,00E+07;en;8738;6;973;7,698970004;8,022005976;44603;Touched by death. Changed by life.;22/10/2010;18;PG-13;Drama;2010;oct-14;oct-19
Megamind;321885765;1.3e+08;en;15076;6.8;4135;#°VALOR!;8,507701771;38055;His brain is off the chain.;28/10/2010;28;PG;Action;2010;oct-14;oct-19
Death Race 2;0;7,00E+06;en;10035;5.6;644;6,84509804;1;51620;10 killer drivers, 20,000 rounds of ammo. 1 survivor.;12/11/2010;28;R;Action;2010;oct-14;oct-19
Tangled;591794936;2.6e+08;en;18009;7.6;7261;#°VALOR!;8,772171245;38757;They're taking adventure to new lengths.;24/11/2010;16;PG;Animation;2010;oct-14;oct-19
Black Swan;327803731;1.3e+07;en;15.39;7.6;9373;#°VALOR!;8,515613892;44214;NA;3/12/2010;18;R;Drama;2010;oct-14;oct-19
The Fighter;93617009;2.5e+07;en;12727;7.3;2640;#°VALOR!;7,971354762;45317;Every dream deserves a fighting chance.;17/12/2010;18;R;Drama;2010;oct-14;oct-19
Gnomeo & Juliet;189712432;3.6e+07;en;17787;5.8;1245;#°VALOR!;8,278095791;45772;A LITTLE ADVENTURE GOES A LAWN WAY.;13/01/2011;16;G;Animation;2011;oct-14;oct-19
The Mechanic;51070807;4,00E+07;en;14.24;6.3;1890;7,602059991;7,70817272;27582;Someone has to fix the problems.;13/01/2011;28;R;Action;2011;oct-14;oct-19
Paul;97552050;4,00E+07;en;12499;6.5;3392;7,602059991;7,9892364;39513;Who's up for a close encounter?;14/02/2011;12;R;Adventure;2011;oct-14;oct-19
Unknown;130786397;3,00E+07;en;9421;6.6;2305;7,477121255;8,116562576;48138;Take Back Your Life;16/02/2011;28;PG-13;Action;2011;oct-14;oct-19
23-F: la pel√É¬≠cula;0;0;es;14.18;5.9;20;1;1;101411;NA;23/02/2011;18;PG-13;Drama;2011;oct-14;oct-19
Rango;245724603;1.35e+08;en;13403;6.6;3846;#°VALOR!;8,390448642;44896;Heroes come in all different colors.;2/03/2011;16;PG;Animation;2011;oct-14;oct-19
The Adjustment Bureau;127869379;50200000;en;11786;6.7;2911;7,700703717;8,106766556;38050;Fight for your fate.;3/03/2011;878;PG-13;Science Fiction;2011;oct-14;oct-19
Limitless;161849455;2.7e+07;en;17178;7.2;7042;#°VALOR!;8,209111241;51876;What if a pill could make you rich and powerful?;8/03/2011;53;PG-13;Thriller;2011;oct-14;oct-19
Red Riding Hood;89162162;4.2e+07;en;13873;5.9;2116;#°VALOR!;7,950180591;49730;Who's afraid?;11/03/2011;14;PG-13;Fantasy;2011;oct-14;oct-19
The Twilight Saga: Breaking Dawn - Part 1;712171856;1.1e+08;en;20229;6;5693;#°VALOR!;8,852584807;50619;Forever is just the beginning;15/03/2011;12;PG-13;Adventure;2011;oct-14;oct-19
Sucker Punch;89792502;8.2e+07;en;17563;6.1;3016;#°VALOR!;7,953240073;23629;You will be unprepared;24/03/2011;28;PG-13;Action;2011;oct-14;oct-19
Kill Bill: The Whole Bloody Affair;0;3,00E+07;en;16308;8;473;7,477121255;1;414419;NA;28/03/2011;28;R;Action;2011;oct-14;oct-19
Thor;449326618;1.5e+08;en;26.42;6.7;14225;#°VALOR!;8,652562147;10195;Two worlds. One hero.;21/04/2011;12;PG-13;Adventure;2011;oct-14;oct-19
Pirates of the Caribbean: On Stranger Tides;1045713802;3.8e+08;en;25473;6.4;9468;#°VALOR!;9,01941284;1865;Live Forever Or Die Trying.;14/05/2011;28;PG-13;Action;2011;oct-14;oct-19
Kung Fu Panda 2;665692281;1.5e+08;en;19125;6.8;4141;#°VALOR!;8,823273521;49444;Prepare for the Year of Awesomeness!;25/05/2011;16;PG;Animation;2011;oct-14;oct-19
Cars 2;559852396;2,00E+08;en;17.48;5.9;4622;8,301029996;8,748073541;49013;Ka-ciao!;11/06/2011;16;G;Animation;2011;oct-14;oct-19
Green Lantern;219851172;2,00E+08;en;12651;5.1;4824;8,301029996;8,342128785;44912;In our darkest hour, there will be light.;16/06/2011;28;PG-13;Action;2011;oct-14;oct-19
Harry Potter and the Deathly Hallows: Part 2;1341511219;1.25e+08;en;28689;8.1;12995;#°VALOR!;9,127594309;12445;It all ends here.;7/07/2011;12;PG-13;Adventure;2011;oct-14;oct-19
Friends with Benefits;150483765;3.5e+07;en;12862;6.6;5281;#°VALOR!;8,177489648;50544;NA;21/07/2011;10749;R;Romance;2011;oct-14;oct-19
Captain America: The First Avenger;370569774;1.4e+08;en;14769;6.9;14262;#°VALOR!;8,568869993;1771;When patriots become heroes;22/07/2011;28;PG-13;Action;2011;oct-14;oct-19
Cowboys & Aliens;174822325;1.63e+08;en;16411;5.5;3420;#°VALOR!;8,242596892;49849;First Contact. Last Stand.;29/07/2011;28;PG-13;Action;2011;oct-14;oct-19
Rise of the Planet of the Apes;482860185;9.3e+07;en;18363;7.2;8004;#°VALOR!;8,683821396;61791;Evolution Becomes Revolution.;3/08/2011;28;PG-13;Action;2011;oct-14;oct-19
Drive;78054825;1.5e+07;en;19364;7.5;7678;#°VALOR!;7,892399754;64690;Get In. Get Out. Get Away;6/08/2011;28;R;Action;2011;oct-14;oct-19
